Date,Price,Open,High,Low,Vol.,Change %
04/13/2020,84.65,84.945,85.095,84.8,0.01K,0.00%
04-09-20,84.65,84.945,84.965,84.8,0.01K,0.00%
04-08-20,84.65,84.945,85.035,84.8,0.01K,0.00%
04-07-20,84.65,84.945,85.035,84.8,0.01K,0.00%
04-06-20,84.65,84.945,85.035,84.8,0.01K,-0.02%
04-03-20,84.67,84.9,84.92,84.87,0.01K,0.00%
04-02-20,84.67,84.945,85.035,84.81,0.01K,0.00%
04-01-20,84.67,84.945,85.035,84.81,0.01K,0.00%
03/31/2020,84.67,84.86,84.995,84.81,0.01K,0.00%
03/30/2020,84.67,84.945,84.985,84.81,0.01K,0.00%
03/27/2020,84.67,84.83,84.9,84.83,0.01K,0.00%
03/26/2020,84.67,84.85,84.92,84.82,0.01K,0.00%
03/25/2020,84.67,84.945,85.015,84.8,0.01K,0.02%
03/24/2020,84.65,84.945,84.975,84.8,0.01K,0.00%
03/23/2020,84.65,84.945,85.105,84.8,0.02K,0.00%
03/20/2020,84.65,84.84,84.85,84.84,0.00K,0.00%
03/19/2020,84.65,84.82,84.975,84.8,0.01K,-0.05%
03/18/2020,84.69,84.945,85.105,84.8,0.01K,0.05%
03/17/2020,84.65,84.9,84.96,84.85,0.01K,0.00%
03/16/2020,84.65,84.945,85.035,84.8,0.02K,0.00%
03/13/2020,84.65,84.82,84.88,84.82,0.01K,-0.05%
03-12-20,84.69,84.945,84.955,84.82,0.01K,-0.29%
03-11-20,84.94,84.945,85.035,84.8,0.01K,0.00%
03-10-20,84.94,84.945,84.955,84.82,0.01K,0.34%
03-09-20,84.65,84.925,85.065,84.8,0.02K,0.00%
03-06-20,84.65,84.89,85.15,84.89,0.02K,0.00%
03-05-20,84.65,84.945,85.085,84.8,0.01K,0.00%
03-04-20,84.65,84.945,85.035,84.8,0.02K,0.00%
03-03-20,84.65,84.945,85.015,84.8,0.01K,0.00%
03-02-20,84.65,84.945,85.085,84.8,0.02K,0.00%
02/28/2020,84.65,84.85,84.94,84.85,0.01K,0.00%
02/27/2020,84.65,84.945,84.985,84.8,0.01K,-0.06%
02/26/2020,84.7,84.945,85.015,84.825,0.01K,0.06%
02/25/2020,84.65,84.945,85.005,84.8,0.01K,0.00%
02/24/2020,84.65,84.83,85.195,84.775,0.02K,0.00%
02/21/2020,84.65,84.83,85.04,84.83,0.01K,0.00%
02/20/2020,84.65,84.945,85.085,84.8,0.02K,0.00%
02/19/2020,84.65,84.945,85.055,84.8,0.02K,0.00%
02/18/2020,84.65,84.945,85.025,84.775,0.02K,-0.34%
02/17/2020,84.94,84.945,84.945,84.945,,0.34%
02/14/2020,84.65,84.83,84.91,84.83,0.00K,0.00%
02/13/2020,84.65,84.945,85.035,84.8,0.01K,0.00%
02-12-20,84.65,84.945,84.995,84.8,0.01K,0.00%
02-11-20,84.65,84.945,85.025,84.775,0.01K,0.00%
02-10-20,84.65,84.945,85.045,84.8,0.02K,0.00%
02-07-20,84.65,84.88,84.95,84.83,0.01K,0.00%
02-06-20,84.65,84.945,85.015,84.8,0.01K,-0.06%
02-05-20,84.7,84.945,85.055,84.775,0.02K,0.06%
02-04-20,84.65,84.945,84.995,84.8,0.01K,0.06%
02-03-20,84.6,84.895,85.075,84.75,0.02K,0.00%
01/31/2020,84.6,84.83,84.93,84.83,0.01K,0.00%
01/30/2020,84.6,84.895,84.965,84.75,0.01K,0.00%
01/29/2020,84.6,84.895,84.985,84.75,0.01K,0.00%
01/28/2020,84.6,84.895,84.955,84.75,0.01K,0.00%
01/27/2020,84.6,84.895,84.975,84.75,0.01K,0.00%
01/24/2020,84.6,84.85,84.89,84.83,0.01K,0.00%
01/23/2020,84.6,84.78,84.985,84.75,0.02K,0.00%
01/22/2020,84.6,84.895,84.975,84.75,0.02K,-0.34%
01/21/2020,84.89,84.895,84.895,84.895,,0.00%
01/20/2020,84.89,84.895,84.895,84.895,,0.11%
01/17/2020,84.8,84.8,84.8,84.8,,0.24%
01/16/2020,84.6,84.895,84.945,84.75,0.01K,0.00%
01/15/2020,84.6,84.895,84.975,84.75,0.02K,0.00%
01/14/2020,84.6,84.895,84.995,84.695,0.02K,-0.34%
01/13/2020,84.89,84.895,84.895,84.895,,0.34%
01-10-20,84.6,84.82,84.99,84.82,0.02K,0.00%
01-09-20,84.6,84.895,84.955,84.75,0.01K,0.00%
01-08-20,84.6,84.895,84.985,84.75,0.02K,0.00%
01-07-20,84.6,84.895,85.005,84.75,0.02K,0.00%
01-06-20,84.6,84.895,84.955,84.75,0.01K,0.00%
01-03-20,84.6,84.78,84.89,84.78,0.01K,0.00%
01-02-20,84.6,84.895,84.925,84.75,0.01K,-0.34%
01-01-20,84.89,84.895,84.895,84.895,,0.00%
